kf_mgkg,frequency_thz,eps_real
91,1.74,1.3311197453166566
91,1.745,1.3355025992933807
91,1.75,1.3341310096029388
91,1.7550000000000001,1.3298669669718486
91,1.76,1.340295469335423
91,1.7650000000000001,1.3371678628935886
91,1.77,1.3369727420214388
91,1.7750000000000001,1.33629842664735
91,1.78,1.3384016916288115
91,1.785,1.335263698760265
91,1.79,1.3383545051518482
91,1.795,1.3390257885577748
91,1.8,1.3355956626709757
91,1.805,1.337050418353752
91,1.81,1.3374251407918372
91,1.815,1.3335490103656944
91,1.82,1.3381496417951413
91,1.825,1.3372158600744417
91,1.83,1.3404796922224442
91,1.835,1.3379815906264279
91,1.84,1.3355280654219408
91,1.845,1.3380718577433146
91,1.85,1.3365741797359325
91,1.855,1.3321578189296743
91,1.86,1.3374591613255378
91,1.865,1.3349008537700442
91,1.87,1.3412142597006829
91,1.875,1.3389471345363402
91,1.8800000000000001,1.3403690555302719
91,1.885,1.3391525877399675
91,1.8900000000000001,1.337841877213236
91,1.895,1.3400758030161422
91,1.9000000000000001,1.3346745324178768
91,1.905,1.3404082206590986
